Year,Category,Percentage
2024,Staycation,61.84723400544499
2020,Workation,29.530963833143677
2024,Staycation,10.886125751547771
2019,Eco_Friendly,73.33220494844286
2023,Online_Booking,53.65035010925251
2017,Online_Booking,44.27983059738479
2016,Staycation,62.07482899402196
2020,Staycation,46.870280623685545
2021,Last_Minute,39.02365417243218
2019,Eco_Friendly,66.22233973634312
2015,Staycation,50.28163748504203
2017,Online_Booking,19.57341169146465
2017,Workation,65.14024923903447
2018,Eco_Friendly,37.2602456426461
2024,Last_Minute,70.61111547678401
2020,Eco_Friendly,88.01925785964924
2019,Online_Booking,47.97810983148875
2015,Eco_Friendly,68.09008192603301
2020,Last_Minute,50.840239919448805
2023,Last_Minute,87.55992903211087
2015,Workation,53.03486560413512
2022,Eco_Friendly,41.582793270830294
2022,Workation,35.035228588196716
2017,Staycation,22.51784039387373
2023,Workation,35.944789446888564
2022,Staycation,56.26595817257993
2017,Staycation,9.596799808565098
2024,Staycation,44.4916366589345
2019,Online_Booking,31.220558926886962
2017,Last_Minute,84.63077868283989
2019,Staycation,62.31562734613875
2023,Eco_Friendly,63.95319496422763
2018,Online_Booking,60.734821899751175
2020,Staycation,64.48457996361539
2017,Staycation,29.232864356675424
2017,Last_Minute,60.35585643943142
2019,Online_Booking,44.31132841264843
2022,Online_Booking,57.41801025188466
2022,Workation,43.69555029400001
2017,Eco_Friendly,72.08393934988706
2022,Last_Minute,36.44267770042355
2022,Workation,77.37575875909039
2017,Workation,24.153601622695117
2024,Eco_Friendly,78.72716090478161
2024,Last_Minute,46.7651160249432
2016,Eco_Friendly,37.56842917359727
2024,Last_Minute,41.74616589415093
2016,Staycation,64.46482716545972
2023,Online_Booking,26.1399517742085
2021,Staycation,60.79234053035257
2020,Staycation,53.044482469643555
2021,Staycation,5.7293710638245035
2022,Eco_Friendly,14.025495755434982
2015,Last_Minute,28.89885077562192
2022,Staycation,63.49255513868662
2017,Online_Booking,27.305492178536852
2017,Staycation,78.97325291921761
2020,Workation,18.318084790972414
2018,Workation,5.376925647895572
2018,Eco_Friendly,85.4002954185627
2018,Online_Booking,30.182908330304585
2024,Eco_Friendly,47.37619949817786
2023,Eco_Friendly,52.21168029614324
2022,Eco_Friendly,37.23881763394275
2017,Staycation,9.676187583039521
2015,Last_Minute,52.33305651248507
2015,Last_Minute,89.74997085436894
2015,Online_Booking,65.34158176548571
2018,Staycation,40.62164866190075
2020,Last_Minute,71.79672423879441
2018,Workation,78.96627559030726
2017,Eco_Friendly,51.69646332981967
2022,Last_Minute,65.35620036809112
2022,Eco_Friendly,70.5825636137601
2020,Staycation,26.394772731295646
2023,Last_Minute,43.80577668579532
2024,Eco_Friendly,82.05445901046761
2015,Last_Minute,64.84354806557508
2022,Last_Minute,42.582438961659335
2020,Online_Booking,26.857820464368906
2015,Online_Booking,15.733867812374438
2018,Staycation,87.7893254743872
2019,Eco_Friendly,89.63413449634521
2021,Online_Booking,50.151218702454216
2022,Online_Booking,5.19014671392737
2023,Staycation,21.427131469994553
2020,Workation,28.420519383194108
2024,Workation,44.04893184319554
2023,Last_Minute,66.39360668009246
2018,Staycation,30.535047845324943
2022,Eco_Friendly,32.73921634724851
2017,Online_Booking,20.418952501302456
2018,Workation,52.25140284150719
2024,Online_Booking,35.22291297409059
2018,Last_Minute,15.151898739480979
2020,Online_Booking,44.4700486056842
2023,Staycation,61.403411509750974
2020,Eco_Friendly,45.573632136516764
2015,Online_Booking,66.65033122746277
2019,Eco_Friendly,50.68882621136857
2023,Staycation,44.4462998227051
2019,Last_Minute,19.856524250765787
2020,Staycation,38.93246306801743
2017,Workation,18.03173849507579
2022,Last_Minute,12.607861679008955
2024,Online_Booking,8.175492321440604
2018,Eco_Friendly,17.03536008058252
2018,Last_Minute,6.501497463180346
2019,Last_Minute,76.34234410893752
2024,Workation,41.981400071282664
2023,Online_Booking,19.902222873695937
2022,Last_Minute,14.475730486900353
2021,Workation,78.87012628064554
2019,Eco_Friendly,9.674046790851587
2023,Eco_Friendly,63.93870924532958
2023,Online_Booking,76.3558950600279
2024,Online_Booking,87.19518601826783
2024,Online_Booking,24.328780962020737
2016,Eco_Friendly,52.44623724817141
2018,Staycation,26.03420094479845
2022,Online_Booking,53.22321588538261
2015,Staycation,29.12496437099249
2019,Staycation,76.52284940799584
2022,Online_Booking,73.17488272372168
2016,Staycation,65.94487652113457
2016,Staycation,52.98290181469027
2022,Staycation,69.51237283857508
2024,Workation,81.876922117509
2023,Last_Minute,11.099278670903658
2021,Online_Booking,10.275887478126947
2022,Workation,15.749647906844151
2019,Online_Booking,54.692312153482284
2015,Last_Minute,23.57678450656159
2018,Staycation,74.4837268011544
2016,Workation,16.444214209206525
2017,Online_Booking,12.38488749676484
2017,Staycation,41.84124626429726
2023,Eco_Friendly,64.71727558131633
2024,Workation,65.71134152869539
2018,Workation,15.013357742766296
2016,Eco_Friendly,12.47901113325056
2017,Staycation,5.090720433736496
2017,Last_Minute,14.088108710111797
2021,Eco_Friendly,83.49440163900789
2022,Eco_Friendly,32.639069982725445
2020,Online_Booking,18.08033813099373
2018,Workation,74.05777927706403
2020,Last_Minute,65.97927109591134
2015,Last_Minute,87.21045079969618
2024,Last_Minute,8.71114240798433
2022,Workation,16.95436893883351
2015,Last_Minute,65.74611429280738
2019,Online_Booking,32.9100306189528
2016,Staycation,54.89389019925917
2020,Online_Booking,57.8883677587252
2023,Staycation,17.79002486267001
2019,Workation,39.12282552070127
2018,Eco_Friendly,9.595415592365102
2016,Eco_Friendly,32.03000837171773
2017,Last_Minute,79.80906527816066
2020,Last_Minute,17.704292003285037
2022,Workation,37.38312415536378
2022,Eco_Friendly,79.60977196063058
2019,Staycation,66.13561290168019
2019,Workation,36.62489313910058
2024,Eco_Friendly,58.54520233217303
2017,Staycation,80.5570645343733
2021,Last_Minute,82.00264903266029
2020,Last_Minute,30.950166606184975
2015,Eco_Friendly,32.48215585953866
2018,Staycation,61.70763309227976
2020,Workation,32.455530612441756
2020,Eco_Friendly,35.42925115081697
2017,Eco_Friendly,28.954458434601605
2020,Online_Booking,11.505595089231129
2024,Online_Booking,42.630231109812115
2020,Online_Booking,56.12588149656339
2023,Eco_Friendly,79.15519330186454
2023,Staycation,75.52689003590574
2016,Workation,37.821717141775686
2018,Workation,88.32157212901339
2023,Last_Minute,5.875670692460716
2018,Eco_Friendly,67.796932093149
2022,Online_Booking,59.04788661899545
2024,Workation,46.98034410183553
2017,Staycation,28.918556466472374
2017,Staycation,35.426653178141315
2023,Eco_Friendly,8.086632721436917
2024,Staycation,76.50694348769657
2022,Last_Minute,76.6138007419388
2015,Eco_Friendly,24.765354727341357
2024,Eco_Friendly,80.5096973636318
2016,Last_Minute,89.50162816726369
2017,Last_Minute,56.185025106285714
2016,Staycation,61.18216889262992
2017,Online_Booking,8.785415512200805
2022,Workation,61.39737918077622
2020,Eco_Friendly,18.651712501011623
2021,Eco_Friendly,60.13461254978652
2024,Workation,59.6833099132309
2024,Staycation,21.525518043787343
2020,Workation,26.27567109545861
2015,Online_Booking,21.165043500963378
2017,Staycation,5.171204586405763
2015,Eco_Friendly,72.49912084186339
2024,Workation,50.78250519600237
2023,Workation,50.67436056396054
2023,Staycation,11.658909967098754
2019,Eco_Friendly,52.089297283939544
2018,Workation,45.561296286490226
2023,Last_Minute,64.80092752724596
2023,Workation,49.0519501020359
2017,Workation,76.06735893626895
2019,Online_Booking,38.17015521657444
2017,Online_Booking,71.84646636049553
2024,Workation,21.937490351054212
2016,Workation,14.062265704395429
2015,Online_Booking,27.707920648732653
2024,Last_Minute,44.600374339901286
2016,Eco_Friendly,88.00396279794022
2022,Staycation,58.917816767006364
2022,Workation,5.668601482833653
2017,Eco_Friendly,67.54320628430668
2021,Workation,5.317270875893061
2021,Online_Booking,42.08777903526429
2016,Workation,21.997345326280573
2023,Eco_Friendly,39.265061267775735
2017,Staycation,27.37742780286861
2016,Online_Booking,57.1620210590312
2017,Last_Minute,8.997941199958897
2016,Workation,16.930372390001025
2022,Staycation,14.075284006276041
2019,Eco_Friendly,80.9975629448654
2017,Online_Booking,36.593368407996216
2019,Staycation,59.06658615581921
2022,Last_Minute,77.83796078253312
2021,Workation,89.07757871096624
2020,Online_Booking,63.733795456243705
2015,Staycation,29.45855412535972
2024,Eco_Friendly,88.38843809857472
2015,Eco_Friendly,57.400505700487045
2015,Last_Minute,89.3055270690884
2024,Workation,27.60726042114242
2022,Last_Minute,68.67057616891623
2022,Staycation,37.7216019149058
2021,Online_Booking,58.800889021459064
2020,Online_Booking,59.24659867581556
2018,Staycation,22.51709679677544
2015,Online_Booking,82.89361322373439
2023,Staycation,75.15637608684072
2015,Last_Minute,15.184908725324814
2018,Workation,76.58322292193225
2017,Eco_Friendly,48.222207662422534
2021,Eco_Friendly,67.93616295811637
2019,Eco_Friendly,23.141269492520955
2019,Online_Booking,89.70417382121228
2018,Last_Minute,43.57588678462421
2015,Last_Minute,69.40266729497134
2019,Eco_Friendly,77.56034953794016
2018,Last_Minute,23.576922658254794
2024,Staycation,59.402318532540185
2022,Eco_Friendly,50.13840526506323
2016,Eco_Friendly,6.353398418668901
2022,Workation,30.556515723492662
2015,Eco_Friendly,14.96995444371408
2018,Online_Booking,39.71246454445836
2017,Staycation,28.73551699443337
2019,Last_Minute,89.32587654541678
2019,Online_Booking,87.55715040548456
2019,Staycation,56.0645296711005
2018,Workation,40.824072613421684
2022,Eco_Friendly,79.9803501360886
2017,Last_Minute,55.47259132414267
2018,Eco_Friendly,28.804995881519194
2015,Online_Booking,73.8352937819415
2021,Eco_Friendly,32.897113621505596
2015,Staycation,29.170001724639178
2016,Eco_Friendly,78.40408211538234
2021,Eco_Friendly,23.085187751552354
2015,Workation,23.25497041099468
2017,Eco_Friendly,81.84052069347119
2020,Workation,68.14605253660304
2020,Online_Booking,15.554249327132625
2020,Workation,7.040552887929902
2016,Workation,20.633502419018562
2016,Online_Booking,89.62759133819202
2020,Workation,82.93332049890486
2024,Eco_Friendly,24.793552051485783
2019,Online_Booking,53.39636698696913
2021,Online_Booking,53.68797621917917
2021,Workation,70.51404593267809
2019,Workation,33.61860539332879
2022,Staycation,10.848712968247073
2024,Online_Booking,47.904059565826124
2020,Last_Minute,31.71674225719982
2019,Eco_Friendly,72.97441923921616
2018,Workation,27.69756396974609
2021,Online_Booking,39.42901399466854
2018,Online_Booking,19.921919831522935
2019,Eco_Friendly,7.823956592960472
2019,Online_Booking,9.969213084764153
2015,Last_Minute,82.74658472259713
2015,Staycation,11.354033611363164
2017,Eco_Friendly,42.94081452009634
2017,Last_Minute,45.94182085452462
2016,Online_Booking,72.04977143691514
2016,Online_Booking,7.589202910388037
2020,Workation,50.164249937399646
2015,Eco_Friendly,69.42882797086541
2020,Staycation,5.13896530821764
2019,Workation,25.058223434203924
2020,Online_Booking,29.45107354307213
2019,Staycation,47.20258886466512
2021,Eco_Friendly,56.96305206286606
2015,Last_Minute,9.777509664276149
2017,Staycation,76.05202210487838
2020,Workation,74.68809326475335
2015,Last_Minute,83.185386375105
2021,Last_Minute,77.09874446315068
2018,Staycation,15.41536901829637
2017,Staycation,53.886369713516885
2024,Workation,9.88865854021035
2023,Staycation,73.21841297253461
2015,Eco_Friendly,87.96096290720247
2022,Last_Minute,19.08307865937995
2015,Last_Minute,57.87905291921126
2019,Workation,67.08585509566598
2024,Staycation,18.102308126634465
2022,Staycation,23.436788265446296
2020,Last_Minute,36.717098200434705
2021,Last_Minute,20.66952643350995
2022,Workation,32.33805143262577
2020,Staycation,89.98007966052201
2020,Online_Booking,84.86424148809752
2020,Staycation,5.330632258841985
2019,Workation,71.02501887387471
2022,Last_Minute,55.73211448033869
2016,Last_Minute,72.04792608346743
2021,Online_Booking,46.2718004003807
2018,Online_Booking,39.81062402369266
2015,Workation,5.415705480782654
2019,Staycation,36.3541781791104
2017,Last_Minute,65.01817749733942
2018,Eco_Friendly,73.57769613586132
2021,Eco_Friendly,15.189049511941088
2019,Eco_Friendly,11.258855431017384
2018,Last_Minute,74.85406542517705
2015,Last_Minute,31.987214431947997
2020,Eco_Friendly,76.49835745486244
2024,Online_Booking,88.9093750737102
2020,Eco_Friendly,18.52590162503941
2021,Online_Booking,28.251262234512907
2015,Workation,69.80711327195289
2018,Eco_Friendly,35.85503506027281
2023,Eco_Friendly,8.133921001271162
2024,Online_Booking,47.51989665677102
2020,Online_Booking,36.24734768087708
2016,Online_Booking,15.727840096807121
2018,Workation,19.454328624654853
2020,Eco_Friendly,32.18648346690304
2018,Online_Booking,74.62688463606094
2024,Workation,17.927402247002917
2021,Workation,47.13568869186431
2017,Last_Minute,50.47136522108059
2020,Online_Booking,13.2862614410775
2018,Online_Booking,51.82881646656409
2017,Online_Booking,48.53864358986661
2017,Last_Minute,63.75810602384283
2016,Online_Booking,72.83845948521859
2017,Online_Booking,76.21163658775394
2024,Workation,49.06456002369335
2015,Online_Booking,52.539558851507266
2017,Eco_Friendly,58.92463956053633
2023,Staycation,87.68431770400963
2018,Online_Booking,11.247829772301575
2017,Workation,52.23417089291149
2022,Last_Minute,7.413377231103192
2015,Last_Minute,67.10382592106276
2019,Staycation,72.42826584748346
2015,Workation,6.637844987045529
2021,Online_Booking,76.33580389104183
2019,Last_Minute,39.16635707755262
2016,Last_Minute,30.149439449243527
2015,Eco_Friendly,15.740983045753552
2021,Staycation,14.19318122827404
2015,Eco_Friendly,34.56605914867086
2017,Last_Minute,38.65458021392729
2020,Online_Booking,88.75248818355713
2020,Online_Booking,83.7038588714856
2021,Eco_Friendly,85.31044510861675
2015,Online_Booking,32.42181299372184
2021,Staycation,23.549564654553357
2016,Eco_Friendly,14.178902258304332
2020,Workation,40.366625093329795
2022,Online_Booking,34.99471111611605
2019,Online_Booking,31.372099489847212
2024,Workation,10.751844078167336
2017,Staycation,36.58234665384784
2022,Eco_Friendly,76.54012866278072
2022,Eco_Friendly,58.873968289710504
2018,Staycation,78.34374746993713
2022,Eco_Friendly,9.87838987025114
2019,Online_Booking,26.319782233959433
2019,Staycation,27.27183794768966
2017,Online_Booking,51.55384113246601
2021,Online_Booking,85.91534511298579
2023,Online_Booking,88.01133512404257
2023,Workation,80.4014344369084
2015,Staycation,41.45846986116552
2015,Online_Booking,77.57954868571258
2024,Staycation,80.49849729616605
2019,Last_Minute,54.878559650686206
2015,Online_Booking,34.731250366725675
2018,Eco_Friendly,44.549321443927354
2015,Last_Minute,51.71504957300566
2016,Eco_Friendly,56.50860763349674
2016,Last_Minute,25.731069829020107
2018,Workation,20.008602495137247
2022,Workation,51.59811184709471
2016,Last_Minute,34.94293634961913
2023,Last_Minute,69.27051675478643
2023,Staycation,42.428979069377604
2016,Workation,25.157219824203196
2015,Staycation,37.16251575847636
2024,Eco_Friendly,68.90227122596716
2024,Workation,7.028877702477577
2023,Staycation,67.62884868625721
2016,Online_Booking,23.37945293847052
2022,Eco_Friendly,53.68932566779531
2017,Workation,36.266039809233
2015,Online_Booking,59.59583625257791
2015,Last_Minute,12.837462271097607
2024,Online_Booking,6.7013976475296255
2016,Last_Minute,68.13894675846139
2021,Last_Minute,43.406028401333906
2020,Last_Minute,42.046503645756545
2016,Last_Minute,23.52085143230329
2018,Eco_Friendly,73.71102416996438
2016,Last_Minute,27.578952424403123
2015,Last_Minute,72.62224838757686
2017,Last_Minute,26.382998524463744
2018,Workation,38.36503072001651
2024,Staycation,10.859773517705175
2019,Online_Booking,45.41653273376878
2019,Online_Booking,66.55071654109838
2021,Staycation,54.26992771725838
2024,Eco_Friendly,68.12126697725742
2022,Last_Minute,52.61257929361078
2023,Workation,81.00923517772216
2021,Online_Booking,88.76378951222702
2019,Staycation,68.577115600201
2023,Last_Minute,43.21844825509772
2022,Online_Booking,45.39519251235807
2024,Online_Booking,59.95281369711475
2023,Online_Booking,22.79226820485039
2024,Last_Minute,31.835593681755498
2022,Eco_Friendly,41.299317965266546
2020,Staycation,19.933733067420075
2018,Staycation,8.51700546229561
2023,Online_Booking,51.83057988998557
2023,Eco_Friendly,43.93779828495488
2024,Eco_Friendly,75.53399418989062
2024,Last_Minute,55.51068322818104
2023,Staycation,73.69829510896909
2024,Online_Booking,35.425327037581546
2017,Online_Booking,59.774151307309765
2017,Eco_Friendly,53.8241060360887
2020,Workation,77.24580171751268
2020,Last_Minute,60.186681924672335
2020,Eco_Friendly,7.69346345559923
2019,Last_Minute,52.05196866205713
2019,Eco_Friendly,59.80223457892339
2016,Eco_Friendly,66.02618114624283
2021,Eco_Friendly,62.71565143641509
2018,Workation,84.59859362954019
2017,Staycation,43.033875385001664
2022,Online_Booking,7.38391161217688
2018,Last_Minute,10.132226721107193
2018,Eco_Friendly,25.537599111323946
2022,Online_Booking,7.589523654316288
2015,Eco_Friendly,25.78781133947579
2023,Staycation,12.436335285023723
2021,Staycation,23.649464523852345
2016,Staycation,13.995044489638788
2020,Eco_Friendly,10.345208770826437
2022,Online_Booking,10.153750908832826
2019,Staycation,44.56801243312126
2020,Last_Minute,27.02792149346303
2024,Workation,88.28348207463044
2022,Workation,12.329453345467508
2020,Workation,12.176792495437926
2023,Workation,64.99373250756366
2023,Workation,36.104943758759084
2023,Workation,10.949219853793496
2020,Eco_Friendly,60.00124609975533
2023,Online_Booking,56.36411203739844
2017,Last_Minute,52.57947560848416
2019,Online_Booking,49.447586717624986
2016,Last_Minute,47.52759522729256
2022,Staycation,61.476100883629286
2018,Last_Minute,33.17229281738126
2020,Eco_Friendly,44.973380034565146
2020,Staycation,36.877919338851555
2019,Workation,36.132486403280126
2015,Eco_Friendly,37.359874896237365
2021,Eco_Friendly,5.985135560723392
2024,Online_Booking,9.591233043671071
2022,Online_Booking,42.56797089252862
2015,Staycation,8.145863596709724
2024,Eco_Friendly,84.60195252383815
2021,Staycation,82.00949565943466
2018,Workation,44.84330450074065
2020,Online_Booking,27.19282998576506
2023,Eco_Friendly,73.63550508492852
2019,Workation,64.35465286396385
2022,Eco_Friendly,78.19664088285914
2019,Workation,79.85953656630758
2016,Last_Minute,53.664649916492834
2018,Workation,83.00023854192723
2016,Last_Minute,59.021163895091846
2021,Online_Booking,23.978430015274956
2021,Last_Minute,27.259660077086735
2017,Staycation,36.32339088157847
2021,Workation,80.75862149831464
2015,Online_Booking,89.08905549252864
2015,Eco_Friendly,49.675646329550965
2023,Workation,10.17136359296925
2020,Workation,6.325027171689679
2019,Last_Minute,79.8444936638656
2020,Last_Minute,25.77525639941656
2020,Workation,83.62322570477262
2015,Workation,8.570699073731518
2019,Staycation,9.891013907800225
2023,Eco_Friendly,60.112977881946264
2018,Staycation,66.10621273268734
2017,Staycation,26.020933461485015
2015,Eco_Friendly,67.46654004272125
2016,Online_Booking,21.933624372384934
2017,Eco_Friendly,23.225475937711504
2018,Online_Booking,33.380862545403986
2021,Workation,5.159208766183431
2020,Staycation,35.967085780813846
2022,Workation,58.190332103850565
2023,Staycation,89.51229484459026
2020,Last_Minute,42.59173075875124
2021,Staycation,16.850414813622045
2018,Staycation,82.14782211212935
2016,Staycation,61.6866249242936
2023,Online_Booking,55.134361057133766
2023,Last_Minute,12.37409811790707
2018,Online_Booking,13.772823765542164
2017,Eco_Friendly,85.52530098977765
2024,Eco_Friendly,62.72503773144879
2020,Last_Minute,76.49470994374337
2017,Eco_Friendly,11.733372561346323
2015,Workation,85.72941164485201
2018,Online_Booking,56.3777755252716
2015,Staycation,65.11045080240639
2016,Workation,41.388350762484336
2017,Staycation,10.851628687400973
2022,Eco_Friendly,65.11337650038598
2024,Online_Booking,53.093259464829146
2018,Eco_Friendly,22.230372794091117
2018,Online_Booking,40.054761430919804
2024,Staycation,72.5868270087434
2023,Staycation,67.86358791602758
2021,Staycation,80.67355733095474
2016,Last_Minute,23.926267167564347
2017,Eco_Friendly,55.25942490215178
2018,Last_Minute,89.7205935593621
2018,Workation,43.25792295698328
2024,Last_Minute,14.491384686212214
2022,Staycation,40.29894109157391
2024,Online_Booking,80.21342691967905
2024,Eco_Friendly,40.157716790809715
2020,Eco_Friendly,37.905767217488204
2017,Eco_Friendly,6.501808273999394
2023,Workation,50.42593394321799
2024,Eco_Friendly,89.64851433777233
2022,Workation,24.80769666372253
2023,Staycation,69.42276743625894
2019,Online_Booking,18.03435828468021
2017,Staycation,35.72286639108931
2018,Last_Minute,54.55631853175058
2019,Eco_Friendly,23.60690533878037
2023,Last_Minute,35.557683626855734
2023,Workation,80.363347738146
2017,Staycation,11.766488137641048
2021,Eco_Friendly,80.23342555580365
2020,Workation,29.017775071510254
2018,Staycation,13.180261307352481
2019,Staycation,45.954627854007676
2024,Workation,28.310227666827434
2016,Online_Booking,87.28414492655446
2021,Staycation,26.686379201863033
2018,Eco_Friendly,78.9372492554584
2016,Last_Minute,87.47649292414931
2020,Workation,35.98179394621681
2016,Online_Booking,36.36554439923839
2024,Staycation,80.1124676074337
2016,Last_Minute,45.35357069983152
2021,Online_Booking,65.06531420403886
2015,Workation,44.41513955047515
2021,Staycation,38.348362604733914
2024,Staycation,84.02771264213442
2019,Workation,42.46076963937014
2015,Last_Minute,52.70182566889427
2020,Last_Minute,69.97638172678602
2021,Eco_Friendly,62.22933170552908
2015,Staycation,86.83757138062096
2023,Workation,67.90471671436757
2021,Staycation,70.03472434436124
2015,Eco_Friendly,38.80678038073412
2017,Eco_Friendly,40.23476444303106
2019,Online_Booking,11.841026939523882
2018,Staycation,67.24772362787472
2016,Workation,7.810374748441119
2015,Online_Booking,17.28484351742771
2018,Workation,73.22437352128152
2021,Eco_Friendly,20.973759942422618
2018,Last_Minute,23.65851861031755
2023,Last_Minute,77.22510395170606
2022,Workation,37.808914306507894
2022,Workation,42.93923739280245
2019,Last_Minute,50.85796779790109
2015,Online_Booking,24.025274704840665
2023,Last_Minute,69.67617341441527
2016,Eco_Friendly,63.62597557995922
2020,Staycation,67.98051883703289
2024,Workation,29.93226410197228
2019,Online_Booking,19.551020252322658
2024,Eco_Friendly,80.3661896291991
2022,Staycation,34.86383929705757
2017,Online_Booking,11.623278613963656
2020,Workation,49.12313826332088
2020,Online_Booking,76.56338997022077
2024,Eco_Friendly,29.204566909664212
2017,Last_Minute,9.845119781138031
2021,Workation,80.84617934929524
2018,Staycation,31.416919461396358
2019,Workation,57.533956017145314
2023,Eco_Friendly,20.088916945875024
2020,Staycation,52.5013137872615
2024,Eco_Friendly,44.1176743568884
2018,Workation,87.73026807566845
2022,Online_Booking,20.47176026694805
2023,Eco_Friendly,58.25914390636229
2024,Last_Minute,75.09130161381366
2019,Last_Minute,14.393317831689536
2016,Workation,55.30566095417705
2020,Staycation,63.29674060624294
2022,Online_Booking,73.75055029607017
2019,Staycation,48.08739548731507
2015,Eco_Friendly,43.50477103472174
2022,Workation,64.07416055430188
2023,Online_Booking,81.97108381405275
2015,Workation,37.929340078210515
2022,Workation,42.49235625543631
2024,Workation,30.92834824430876
2016,Staycation,59.37102250639168
2018,Eco_Friendly,12.823839110513774
2016,Eco_Friendly,31.800598810545804
2016,Staycation,28.496572605555947
2024,Last_Minute,53.64913383684978
2017,Online_Booking,53.32734758707128
2022,Online_Booking,39.35596516506924
2018,Staycation,54.7086109666604
2021,Workation,18.029046229168408
2024,Workation,17.911176889740332
2017,Eco_Friendly,52.70448625097086
2024,Staycation,64.30288810687216
2017,Last_Minute,55.2700292106416
2016,Last_Minute,26.65678404613688
2020,Online_Booking,13.42392203502637
2020,Online_Booking,83.74728316529466
2015,Workation,42.573802489504565
2021,Workation,12.42196027899716
2018,Staycation,67.34532413411185
2017,Workation,6.80720546185295
2022,Workation,65.92611972021196
2016,Eco_Friendly,12.910911592982412
2023,Staycation,65.21448651525986
2022,Online_Booking,81.42504941010823
2022,Staycation,51.21568598014391
2017,Last_Minute,8.65251394623073
2018,Workation,40.764076685999086
2016,Online_Booking,17.037988248210265
2016,Staycation,39.08318328798217
2018,Online_Booking,45.28493719548635
2020,Workation,12.435320472094956
2019,Online_Booking,55.534176214804724
2015,Online_Booking,9.504428707379335
2024,Online_Booking,68.02046695037953
2015,Last_Minute,62.01509021691482
2020,Eco_Friendly,33.906284099969355
2017,Staycation,11.3645641545445
2017,Online_Booking,73.68017579990394
2021,Last_Minute,65.32586104079034
2015,Online_Booking,35.09085803104104
2015,Online_Booking,30.23907960199053
2024,Eco_Friendly,40.12496475670072
2017,Last_Minute,87.2038315875151
2022,Eco_Friendly,35.9968758586072
2015,Last_Minute,22.706546131602522
2024,Staycation,70.1978635998233
2018,Staycation,64.95333364115298
2023,Eco_Friendly,18.303023840256294
2018,Staycation,74.56947927438951
2024,Online_Booking,55.13128587898096
2022,Staycation,30.49790978854828
2021,Staycation,34.59690140620536
2017,Staycation,73.34918289756673
2021,Online_Booking,32.64084332543949
2021,Last_Minute,63.65189240716415
2024,Staycation,6.292854368376409
2017,Staycation,28.749275665299727
2016,Workation,26.573436523891257
2023,Workation,79.29628273575652
2015,Last_Minute,86.21950455133424
2021,Staycation,79.7145698692378
2018,Staycation,24.85879185568756
2016,Last_Minute,31.028098131684303
2016,Last_Minute,73.46190406104395
2022,Workation,6.387944274996742
2021,Online_Booking,87.67154312152296
2021,Last_Minute,77.20523922033136
2019,Workation,10.596116788921725
2024,Eco_Friendly,38.57641462586964
2022,Online_Booking,62.98618329967706
2016,Workation,11.752537124083787
2016,Last_Minute,62.417839015327736
2019,Eco_Friendly,62.23681120768975
2015,Eco_Friendly,52.091648209191185
2020,Last_Minute,38.43607506406513
2018,Last_Minute,14.52866919274506
2020,Eco_Friendly,20.59619638324122
2021,Online_Booking,74.27131324935485
2017,Eco_Friendly,81.19485484911401
2022,Last_Minute,56.92173602341339
2021,Online_Booking,25.736883744692484
2015,Workation,50.15259631095339
2020,Staycation,22.692890910924184
2021,Staycation,34.15833180502441
2018,Staycation,58.327858877134005
2016,Workation,34.60006917233879
2024,Workation,86.38348730424431
2023,Eco_Friendly,87.13571463164078
2021,Workation,19.890569291988093
2015,Workation,42.33081049641087
2022,Last_Minute,60.035788317449985
2017,Workation,70.77700839853941
2018,Last_Minute,51.90760329402923
2019,Eco_Friendly,27.91787555529547
2015,Staycation,87.39932521316241
2020,Online_Booking,62.69678883193238
2024,Staycation,22.66833253819628
2020,Eco_Friendly,66.16378307830854
2016,Online_Booking,63.01145231046672
2024,Staycation,14.440186271512358
2020,Eco_Friendly,36.90457958504112
2022,Eco_Friendly,88.8734223753694
2020,Last_Minute,57.86666584480333
2018,Workation,82.34032847710603
2018,Last_Minute,44.801363878712344
2023,Last_Minute,42.239360617299866
2020,Staycation,31.13880087195678
2022,Eco_Friendly,48.171027415177065
2022,Workation,15.731043766230478
2021,Eco_Friendly,56.541405413440245
2017,Online_Booking,75.47344480701786
2024,Staycation,65.19656288415733
2015,Last_Minute,38.34350280598488
2019,Workation,50.94631757292856
2024,Workation,69.4487725735567
2024,Workation,20.328670449616503
2016,Online_Booking,24.14813581943782
2024,Last_Minute,88.2316874675025
2016,Workation,6.935272781551921
2021,Eco_Friendly,7.958204426106239
2017,Workation,62.751003705055005
2022,Workation,43.51132043849581
2023,Workation,19.807275896064716
2022,Online_Booking,6.231921556924392
2020,Last_Minute,73.66736745426567
2019,Eco_Friendly,87.97275426769554
2017,Staycation,62.29538030008669
2017,Workation,74.81640715908348
2021,Last_Minute,24.12414362969397
2019,Online_Booking,86.3490677827371
2020,Eco_Friendly,47.91309175495212
2020,Last_Minute,23.216382817481104
2023,Workation,52.28509658186105
2015,Last_Minute,22.276247460424013
2022,Online_Booking,84.10772374983861
2024,Staycation,44.634497812722465
2019,Online_Booking,25.838406305490793
2020,Staycation,55.55224147664915
2020,Workation,27.93866164860253
2015,Eco_Friendly,82.25284299150786
2017,Online_Booking,38.44960164380294
2020,Eco_Friendly,17.414724909410282
2023,Online_Booking,80.35116617958796
2020,Eco_Friendly,35.624468883357125
